Annotator,Paper,Cited-by,Follow-up,Citing Sentence,Tagged Sentence
A,W96-0213,A00-2013,1,"English Part of Speech (POS) tagging has been widely described in the recent past, starting with the (Church, 1988) paper, followed by numerous others using various methods: neural networks (Julian Benello and Anderson, 1989), HMM tagging (Merialdo, 1992), decision trees (Schmid, 1994), transformation-based error-driven learning (Brill, 1995), and maximum entropy (Ratnaparkhi, 1996), to select just a few. However different the methods were, English dominated in these tests","English Part of Speech (POS) tagging has been widely described in the recent past, starting with the REF paper, followed by numerous others using various methods: neural networks REF, HMM tagging REF, decision trees REF, transformation-based error-driven learning REF, and maximum entropy TREF, to select just a few. However different the methods were, English dominated in these tests"
A,W96-0213,A00-2020,0,Abney et al. (1999) applied boosting to part of speech tagging. Adwait Ratnaparkhi (1996) estimates a probability distribution for tagging using a maximum entropy approach.,REF applied boosting to part of speech tagging. Ad_x005f_x005f_x0002_wait TREF estimates a probability distribution for tagging using a maximum entropy approach.
A,W96-0213,A97-1004,2,"Maxilnum Entropy The model used here for sentence-boundary detection is based on the maximum entropy model used for POS tagging in (Ratnaparkhi, 1996).",Maxilnum Entropy The model used here for sentence-boundary detection is based on the maximum entropy model used for POS tagging in TREF.
A,W96-0213,E03-1002,1,"Many statistical parsers (Ratnaparkhi, 1999; Collins, 1999; Charniak, 2001) are based on a history-based probability model (Black et al., 1993), where the probability of each decision in a parse is conditioned on the previous decisions in the parse.","Many statistical parsers (GTREF) are based on a history-based probability model REF, where the probability of each decision in a parse is conditioned on the previous decisions in the parse."
A,W96-0213,J01-3003,1,Our method was applied to 23 million words of the WSJ that were automatically tagged with Ratnaparkhi's maximum entropy tagger (Ratnaparkhi 1996) and chunked with the partial parser CASS (Abney 1996).,Our method was applied to 23 million words of the WSJ that were automatically tagged with Ratnaparkhi's maximum entropy tagger TREF and chunked with the partial parser CASS REF.
A,W96-0213,N04-1013,0,"For example, since the Collins parser depends on a prior part-of-speech tagger (Ratnaparkhi, 1996), we included the time for POS tagging in our Collins measurements.","For example, since the Collins parser depends on a prior part-of-speech tagger TREF, we included the time for POS tagging in our Collins measurements."
A,W96-0213,W02-0301,0,"Support Vector Machines (SVMs) (Vapnik, 1995) and Maximum Entropy (ME) method (Berger et al., 1996) are powerful learning methods that satisfy such requirements, and are applied successfully to other NLP tasks (Kudo and Matsumoto, 2000; Nakagawa et al., 2001; Ratnaparkhi, 1996).","Support Vector Machines (SVMs) REF and Maximum Entropy (ME) method REF are powerful learning methods that satisfy such requirements, and are applied successfully to other NLP tasks (TREF)."
A,W96-0213,W03-0424,2,The ME Tagger The ME tagger is based on Ratnaparkhi (1996)’s POS tagger and is described in Curran and Clark (2003) .,The ME Tagger The ME tagger is based on TREF’s POS tagger and is described in REF .
A,W96-0213,W03-0428,0,"Finally, in section 4 we add additional features to the maxent model, and chain these models into a conditional markov model (CMM), as used for tagging (Ratnaparkhi, 1996) or earlier NER work (Borthwick, 1999).","Finally, in section 4 we add additional features to the maxent model, and chain these models into a conditional markov model (CMM), as used for tag_x005f_x005f_x0002_ging TREF or earlier NER work REF."
A,W96-0213,P02-1055,0,"In modern lexicalized parsers, POS tagging is often interleaved with parsing proper instead of being a separate preprocessing module (Collins, 1996; Ratnaparkhi, 1997).","In modern lexicalized parsers, POS tagging is often interleaved with parsing proper instead of being a separate preprocessing module (GTREF)."
A,W96-0213,P99-1023,1,"Much research has been done to improve tagging accuracy using several different models and methods, including: hidden Markov models (HMMs) (Kupiec, 1992), (Charniak et al., 1993); rule-based systems (Brill, 1994), (Brill, 1995); memory-based systems (Daelemans et al., 1996); maximum-entropy systems (Ratnaparkhi, 1996); path voting constraint systems (Tiir and Oflazer, 1998); linear separator systems (Roth and Zelenko, 1998);  and majority voting systems (van Halteren et al., 1998).","Much research has been done to improve tagging accuracy using several different models and methods, including: hidden Markov models (HMMs) REF, REF; rule-based systems REF, REF; memory-based systems REF; maximum-entropy systems TREF; path voting con_x0002_straint systems REF; linear separator systems REF;  and majority voting systems REF."
A,W97-0703,W00-1438,3,"Barzilay and Elhadad (1997) dealt with some of tile limitations in Hirst and St-Onge's algorithm by examining every possible lexical chain which could be computed, not just those possible at a given point in the text. A Linear Time Algorithm for Computing Lexical Chains Overview Our research on lexical chains as an intermediate representation for automatic text summarization fol- lows the research of Barzilay and Elhadad (1997). Table 1 denotes sample metrics tuned to simulate the system devised by Barzilay and Elhadad (1997). Comparison with Previous Work As mentioned above, this research is based on the work of Barzilay and Elhadad (1997) on lexical chains.","TREF dealt with some of tile limitations in Hirst and St-Onge's algorithm by examining every possible lexical chain which could be computed, not just those possible at a given point in the text. A Linear Time Algorithm for Computing Lexical Chains Overview Our research on lexical chains as an intermediate representation for automatic text summarization fol- lows the research of TREF. Table 1 denotes sample metrics tuned to simulate the system devised by TREF. Comparison with Previous Work As mentioned above, this research is based on the work of TREF on lexical chains."
A,W97-0710,P04-3020,0,"Previous approaches include supervised learning (Teufel and Moens, 1997), vectorial similarity computed between an initial abstract and sentences in the given document, or intra-document similarities (Salton et al., 1997).","Previous approaches include supervised learning TREF, vectorial similarity computed between an initial abstract and sentences in the given document, or intra-document similarities REF."
A,W99-0613,P01-1008,3,"This method of co-training has been previously applied to a variety of natural language tasks, such as word sense disambiguation (Yarowsky, 1995), lexicon construction for information extraction (Riloff and Jones, 1999), and named entity classification (Collins and Singer, 1999). Our model is based on the DLCoTrain algorithm proposed by (Collins and Singer, 1999), which applies a co-training procedure to decision list classifiers for two independent sets of features. Following (Collins and Singer, 1999), filtering is based on the strength of the context and its frequency.","This method of co-training has been previously applied to a variety of natural language tasks, such as word sense disambiguation REF, lexicon construction for information extraction REF, and named entity classification TREF. Our model is based on the DLCoTrain algorithm proposed by TREF, which applies a co-training procedure to decision list classifiers for two independent sets of features. Following TREF filtering is based on the strength of the context and its frequency."
A,W99-0613,P02-1046,1,"The empirical investigations described here and below use the data set of (Collins and Singer, 1999). The task is to classify names in text as person, location, or organization.","The empirical investigations described here and below use the data set of TREF. The task is to classify names in text as person, location, or organization."
A,W99-0613,W11-0319,0,"Similar approaches are used among others in (Thelen and Riloff, 2002) for learning semantic lexicons, in (Collins and Singer, 1999) for namedentity recognition, and in (Fagni and Sebastiani, 2007) for hierarchical text categorization.","Similar approaches are used among others in REF for learning semantic lexicons, in TREF for namedentity recognition, and in REF for hierarchical text categorization."
A,W99-0613,W09-1116,0,Collins and Singer (1999) and Cucerzan and Yarowsky (1999) apply bootstrapping to the related task of named-entity recognition.,TREF and REF apply bootstrapping to the related task of named-entity recognition.
A,W99-0613,P07-1125,0,"Co-training has also been used for named entity recognition (NER) (Collins and Singer, 1999), coreference resolution (Ng and Cardie, 2003), text categorization (Nigam and Ghani, 2000) and improving gene name data (Wellner, 2005).","Co-training has also been used for named entity recognition (NER) TREF, coreference resolution REF, text categorization REF and improving gene name data REF."
A,W06-2925,D07-1101,2,"The first-order features φ1(x, h, m) are the exact same implementation as in previous CoNLL system (Carreras et al., 2006).","The first-order features φ1(x, h, m) are the exact same implementation as in previous CoNLL system TREF."
A,W06-2925,D08-1059,0,"Graph-based (McDonald et al., 2005; McDonald and Pereira, 2006; Carreras et al., 2006) and transition-based (Yamada and Matsumoto, 2003; Nivre et al., 2006) parsing algorithms offer two different approaches to data-driven dependency parsing.",Graph-based (GTREF) and transition-based (REF) parsing algorithms offer two different approaches to data-driven dependency parsing.
A,W06-2925,J11-1005,2,"For testing, all training data are used for training, with the number of training iterations set to be the number which gave the highest accuracy during the development experiments. This method was used by Carreras, Surdeanu, and Marquez (2006) in their parsing model.","For testing, all training data are used for training, with the number of training iterations set to be the number which gave the highest accuracy during the development experiments. This method was used by TREF in their parsing model."
A,W06-2925,N12-1032,1,"Most of the participants took language-independent approaches toward leveraging this complexity into better performance: generating machine learning features based on each item in a token’s list of morphological attributes (Nivre et al., 2006b; Carreras et al., 2006); using the entire list as an atomic feature (Chang et al., 2006; Titov and Henderson, 2007); or generating features based on each pair of attributes in the cross-product of the lists of a potential head and dependent (McDonald et al., 2006; Nakagawa, 2007).",Most of the participants took language-independent approaches toward leveraging this complexity into better performance: generating machine learning features based on each item in a token’s list of morphological attributes (GTREF); using the entire list as an atomic feature REF; or generating features based on each pair of attributes in the cross-product of the lists of a potential head and de_x005fpendent REF.
A,W06-2925,P10-1002,0,"Both the graph-based (McDonald et al., 2005a; McDonald and Pereira, 2006; Carreras et al., 2006) and the transition-based (Yamada and Matsumoto, 2003; Nivre et al., 2006) parsing algorithms are related to our word-pair classification model.",Both the graph-based (GTREF) and the transition-based REF parsing algorithms are related to our word-pair classification model.
A,W06-2925,W07-2217,0,"The perceptron has been used in previous work on dependency parsing by Carreras et al. (2006), with a parser based on Eisner’s algorithm (Eisner, 2000), and also on incremental constituent parsing (Collins & Roark, 2006).","The perceptron has been used in previous work on dependency parsing by TREF, with a parser based on Eisner’s algorithm REF, and also on incremental constituent parsing REF."
A,W03-0428,D07-1016,0,"The ML classi- fier used for this experiment is a conditional Markov model tagger which is designed for, and proved successful in, named entity recognition in newspaper and biomedical text (Klein et al., 2003; Finkel et al., 2005).","The ML classi- fier used for this experiment is a conditional Markov model tagger which is designed for, and proved successful in, named entity recognition in newspaper and biomedical text (GTREF)."
A,W03-0428,D08-1003,0,"While multiple machine learning approaches have been proposed for information extraction in recent years (McCallum et al., 2000; Cohen and McCallum, 2003; Klein et al., 2003; Krishnan and Manning, 2006), manually created regexes remain a widely adopted practical solution for information extraction (Appelt and Onyshkevych, 1998; Fukuda et al., 1998; Cunningham, 1999; Tanabe and Wilbur, 2002; Li et al., 2006; DeRose et al., 2007; Zhu et al., 2007).","While multiple machine learning approaches have been proposed for information extraction in recent years (GTREF), manually created regexes remain a widely adopted practical solution for information extraction REF."
A,W03-0428,D11-1144,1,"The use of char N-gram (N-gram substring) features was inspired by the work of (Klein et al. 2003), where the introduction of such features has been shown to improve the overall F1 score by over 20%.","The use of char N-gram (N-gram substring) features was inspired by the work of TREF, where the introduction of such features has been shown to improve the overall F1 score by over 20%."
A,W03-0428,P05-1001,1,"Named entity chunking. F-measure on the test sets. Previous best results: FIJZ03 (Florian et al., 2003), CN03 (Chieu and Ng, 2003), KSNM03 (Klein et al., 2003).","Named entity chunking. F-measure on the test sets. Previous best results: FIJZ03 REF, CN03 REF, KSNM03 TREF."
A,W03-0428,P05-2023,0,"We experimented with a conditional Markov model tagger that performed well on language-independent NER (Klein et al., 2003) and the identification of gene and protein names (Finkel et al., 2005).",We experimented with a conditional Markov model tagger that performed well on language-independent NER TREF and the identification of gene and protein names REF.
A,W03-0428,P11-3019,0,"Another approach we will also focus is dividing words into characters and applying character-level models (Klein et al., 2003).",Another approach we will also focus is dividing words into characters and applying character-level models TREF.
A,W03-0428,W07-1712,0,"Sometimes, these types of features are referred to as wordexternal and word-internal (Klein et al., 2003)","Sometimes, these types of features are referred to as wordexternal and word-internal TREF"
A,C00-2105,D07-1091,0,"German morphological analysis and POS tagging was done using LoPar Schmidt and Schulte im Walde (2000), English POS tagging was done with Brill’s tagger (Brill, 1995), followed by a simple lemmatizer based on tagging results.","German morphological analysis and POS tagging was done using LoPar TREF English POS tagging was done with Brill’s tagger REF, followed by a simple lemmatizer based on tagging results."
A,P04-1084,C08-2026,0,"Inside-out alignments (Wu, 1997), such as the one in Example 1.3, cannot be induced by any of these theories; in fact, there seems to be no useful synchronous grammar formalisms available that handle inside-out alignments, with the possible exceptions of synchronous tree-adjoining grammars (Shieber and Schabes, 1990), Bertsch and Nederhof (2001) and generalized multitext grammars (Melamed et al., 2004), which are all way more complex than ITG, STSG and (2,2)-BRCG.","Inside-out alignments REF, such as the one in Example 1.3, cannot be induced by any of these theories; in fact, there seems to be no useful synchronous grammar formalisms available that handle inside-out alignments, with the possible exceptions of synchronous tree-adjoining grammars REF, Bertsch and REF and generalized multitext grammars TREF, which are all way more complex than ITG, STSG and (2,2)-BRCG."
A,P04-1084,C10-2157,0,"It differs from the more strict synchronous grammar formalisms (Wu, 1995; Melamed et al., 2004) because it does not try to perform simultaneous parsing on parallel grammars; instead, the model learns an augmented target-language grammar whose rules make “soft alignments” with a given source tree.","It differs from the more strict synchronous grammar formalisms (GTREF) because it does not try to perform simultaneous parsing on parallel grammars; instead, the model learns an augmented target-language grammar whose rules make “soft alignments” with a given source tree."
A,P04-1084,D07-1078,0,"Several researchers (Melamed et al., 2004; Zhang et al., 2006) have already proposed methods for binarizing synchronous grammars in the context of machine translation.",Several researchers (GTREF) have already proposed methods for binarizing synchronous grammars in the context of machine translation.
A,P04-1084,P04-1083,1,"We shall limit our attention to MTGs in Generalized Chomsky Normal Form (GCNF) (Melamed et al., 2004).",We shall limit our attention to MTGs in Generalized Chomsky Normal Form (GCNF) TREF.
A,P04-1084,P06-1123,2,Our measure of alignment complexity is analogous to what Melamed et al. (2004) call “fanout.”,Our measure of alignment complexity is analo_x0002_gous to what TREF call “fanout.”
A,P04-1084,P10-1146,0,"Wellington et al. therefore argue that in order to extract as many rules as possible, a more powerful formalism than synchronous CFG/TSG is required: for example, generalized multitext grammar (Melamed et al., 2004), which is equivalent to synchronous set-local multicomponent CFG/TSG (Weir, 1988).","REF therefore argue that in order to extract as many rules as possible, a more powerful formalism than synchronous CFG/TSG is required: for example, generalized multitext grammar TREF, which is equivalent to synchronous set-local multicom_x0002_ponent CFG/TSG REF."
A,P05-1045,C10-1064,1,"We utilized an offthe-shelf system, Stanford Named Entity Recognizer (Finkel et al., 2005) for detecting entity mentions on the English sentences.","We utilized an off the-shelf system, Stanford Named Entity Recognizer TREF for detecting entity mentions on the English sentences."
A,P05-1045,C10-1083,1,"We first extract named entities from scattered opinions DT using Stanford Named Entity Recognizer (Finkel et al., 2005).",We first extract named entities from scattered opinions DT using Stanford Named Entity Recognizer TREF.
A,P05-1045,C10-1087,1,"Preprocessing First, all documents are parsed and processed with standard tools for named entity recognition (Finkel et al., 2005) and coreference resolution.","Preprocessing First, all documents are parsed and processed with standard tools for named en_x0002_tity recognition TREF and coreference resolution."
A,P05-1045,C10-1091,1,"the annotations from the Stanford Named Entity Recognizer (Finkel et al. 2005) that labels PERSON, ORGANIZATION, and LOCATION entities.","the annotations from the Stanford Named Entity Recognizer TREF that labels PERSON, ORGANIZATION, and LOCATION entities."
A,P05-1045,C10-1105,1,"First, if NPi is an NE, we create a feature whose value is the NE label of NPi, as determined by the Stanford CRF-based NE recognizer (Finkel et al., 2005).","First, if NPi is an NE, we create a feature whose value is the NE label of NPi, as determined by the Stanford CRF-based NE recognizer TREF."
A,P05-1045,C10-1131,1,"A large body of literature in joint learning has demonstrated that such an approach can suffer from cascaded errors at testing, and does not benefit from the potential for joint learning (Finkel et al., 2006).","A large body of literature in joint learning has demonstrated that such an approach can suffer from cascaded errors at testing, and does not benefit from the potential for joint learning TREF."
A,P05-1045,C10-2058,0,"Some prior work (Ji et al., 2005; Jing et al., 2007) demonstrated the effectiveness of using semantic relations to improve entity coreference resolution; while (Downey et al., 2005; Sutton and McCallum, 2004; Finkel et al., 2005; Mann, 2007) experimented with information fusion of relations across multiple documents.",Some prior work REF demonstrated the effectiveness of using semantic relations to improve entity coreference resolution; while (GTREF) experimented with information fusion of relations across multiple documents.
A,P05-1045,C10-2078,1,"To compute the features which we extract in the next section, all instances in our data sets were part-of-speech tagged by the MXPOST tagger (Ratnaparkhi, 1996), parsed with the MaltParser, and named entity tagged with the Stanford NE tagger (Finkel et al., 2005).","To compute the features which we extract in the next section, all instances in our data sets were part-of-speech tagged by the MXPOST tagger REF, parsed with the Malt Parser, and named entity tagged with the Stan_x0002_ford NE tagger TREF."
A,P05-1045,C10-3011,1,"Named Entity Recognizer tagging (NER): We integrated Stanford’s NER tagger (Finkel et al., 2005).",Named Entity Recognizer tagging (NER): We integrated Stanford’s NER tagger TREF.
A,P05-1045,D07-1033,2,"For example, non-local features such as “same phrases in a document do not have different entity classes” were shown to be useful in named entity recognition (Sutton and McCallum, 2004; Bunescu and Mooney, 2004; Finkel et al., 2005; Krishnan and Manning, 2006).","For example, non-local features such as “same phrases in a document do not have different entity classes” were shown to be useful in named entity recognition (GTREF)."
A,P05-1045,D08-1035,0,"The use of annealing to obtain a maximum a posteriori (MAP) configuration from sampling-based inference is common (e.g., Finkel 2005; Goldwater 2007).","The use of annealing to obtain a maximum a posteriori (MAP) configuration from sampling-based in_x0002_ference is common (e.g., GTREF)."
A,P05-1045,D09-1016,1,Finkel et al. (2005) and Ji and Grishman (2008) incorporate global information by enforcing event role or label consistency over a document or across related documents.,TREF and REF incorporate global information by enforcing event role or label consistency over a document or across related documents.
A,P05-1045,D09-1057,1,"However, due to the lack of a fine grained NER tool at hand, we employ the Stanford NER package (Finkel et al., 2005) which identifies only four types of named entities.","However, due to the lack of a fine grained NER tool at hand, we employ the Stanford NER package TREF which identifies only four types of named entities."
A,P05-1045,D09-1101,1,"Semantic (1): The named entity (NE) tag of wi obtained using the Stanford CRF-based NE recognizer (Finkel et al., 2005).",Semantic (1): The named entity (NE) tag of wi obtained using the Stanford CRF-based NE recognizer TREF.
A,P05-1045,D09-1119,0,"As discussed above, all state-of-the-art published methods rely on lexical features for such tasks (Zhang et al., 2001; Sha and Pereira, 2003; Finkel et al., 2005; Ratinov and Roth, 2009).","As discussed above, all state-of-the-art published methods rely on lexical features for such tasks TREF."
A,P05-1045,D09-1120,1,"While much research (Ng and Cardie, 2002; Culotta et al., 2007; Haghighi and Klein, 2007; Poon and Domingos, 2008; Finkel and Manning, 2008) has explored how to reconcile pairwise decisions to form coherent clusters, we simply take the transitive closure of our pairwise decision (as in Ng and Cardie (2002) and Bengston and Roth (2008)) which can and does cause system errors.","While much research (GTREF) has explored how to reconcile pairwise decisions to form coherent clusters, we simply take the transitive closure of our pairwise decision (as in Ng and REF and Bengston and REF) which can and does cause system errors."
A,P05-1045,D09-1158,1,"Previous work in domain adaptation can be classified into two categories: [S+T+], where a small, labeled target domain data is available, e.g. (Blitzer et al., 2006; Jiang and Zhai, 2007; Daume III, 2007; Finkel and Manning, 2009), or [S+T-], where no labeled target domain data is available, e.g. (Blitzer et al., 2006; Jiang and Zhai, 2007).","Previous work in domain adaptation can be classified into two categories: [S+T+], where a small, labeled target do_x0002_main data is available, e.g. (GTREF), or [S+T-], where no labeled target domain data is available, e.g. REF."
A,P05-1045,D10-1048,1,"Most coreference resolution approaches perform the task by aggregating local decisions about pairs of mentions (Bengston and Roth, 2008; Finkel and Manning, 2008; Haghighi and Klein, 2009; Stoyanov, 2010).",Most coreference resolution approaches perform the task by aggregating local decisions about pairs of mentions (GTREF).
A,P05-1045,D10-1099,1,"We preprocess our textual data as follows: We first use the Stanford named entity recognizer (Finkel et al., 2005) to find entity mentions in the corpus.",We preprocess our textual data as follows: We first use the Stanford named entity recognizer TREF to find entity mentions in the corpus.
A,P05-1045,D11-1034,1,"Then, we use the Stanford Named Entity Recognizer (Finkel et al., 2005) to identify named entities, which we replace with a unique token (‘NE’).","Then, we use the Stanford Named Entity Recognizer TREF to identify named entities, which we replace with a unique token (‘NE’)."
A,P05-1045,D11-1072,1,We first identify noun phrases that potentially denote named entities. We use the Stanford NER Tagger (Finkel05) to discover these and segment the text accordingly.,We first identify noun phrases that potentially denote named entities. We use the Stanford NER Tagger TREF to discover these and segment the text accordingly.
A,P05-1045,D11-1075,0,"We used as candidates all strings labeled in the annotated data as well as all named entities found by the Stanford NER tagger for CoNLL (Finkel et al., 2005).",We used as candidates all strings labeled in the annotated data as well as all named entities found by the Stanford NER tagger for CoNLL TREF.
A,P05-1045,D11-1135,1,"First we employ Stanford tools to tokenize, sentence-split and Part-Of-Speech tag (Toutanova et al., 2003) a document. Next we recognize named entities (Finkel et al., 2005) by labelling tokens with PERSON, ORGANIZATION, LOCATION, MISC and NONE tags.","First we employ Stanford tools to tokenize, sentence-split and Part-Of-Speech tag REF a document. Next we recognize named entities TREF by labelling tokens with PERSON, ORGANIZATION, LOCATION, MISC and NONE tags."
A,P05-1045,D11-1141,1,"Compared with the state-of-the-art newstrained Stanford Named Entity Recognizer (Finkel et al., 2005), T-SEG obtains a 52% increase in F1 score.","Compared with the state-of-the-art newstrained Stanford Named Entity Recognizer TREF, T-SEG obtains a 52% increase in F1 score."
A,P05-1045,D11-1144,0,Various modifications to CRF have recently been introduced to take into account of non-local dependencies (Krishnan and Manning 2006) or broader context beyond training data (Du et al. 2010),Various modifications to CRF have recently been introduced to take into account of non-local dependencies TREF or broader context beyond training data REF
A,P05-1045,D12-1009,1,"The sampling distributions are annealed, as a search technique to find the best configuration of assignments (Finkel et al., 2005).","The sampling distributions are annealed, as a search technique to find the best configuration of assignments TREF."
A,P05-1045,D12-1042,0,"They used the Stanford named entity recognizer (Finkel et al., 2005) to find entity mentions in text and constructed relation mentions only between entity mentions in the same sentence.",They used the Stanford named entity recog_x0002_nizer TREF to find entity mentions in text and constructed relation mentions only between entity mentions in the same sentence.
A,P05-1045,D12-1072,0,"To identify potential speakers they used the Stanford NER tagger (Finkel et al., 2005) and a method outlined in Davis et al. (2003) that allowed them to find nominal character references.",To identify potential speakers they used the Stanford NER tagger TREF and a method out_x0002_lined in REF that allowed them to find nominal character references.
A,P05-1045,D12-1076,1,"We use Stanford Named Entity Recognizer(Finkel et al., 2005) to collect named entities which are not in the Wikipedia list.",We use Stanford Named Entity Recognizer TREF to collect named entities which are not in the Wikipedia list.
A,P05-1045,D12-1080,1,"We use the Stanford Core NLP suite (Toutanova et al., 2003; Finkel et al., 2005; Klein and Manning, 2003; Lee et al., 2011) to annotate each document with POS and NER tags, parse trees, and coreference chains.","We use the Stanford Core NLP suite (GTREF) to annotate each document with POS and NER tags, parse trees, and coreference chains."
A,P05-1045,D12-1092,0,"In the literature, most studies focus on English event extraction and have achieved certain success (e.g. Grishman et al., 2005; Ahn, 2006; Hardy et al., 2006; Maslennikov and Chua, 2007; Finkel et al., 2005; Ji and Grishman, 2008; Patwardhan and Riloff, 2009, 2011; Liao and Grishman 2010; Hong et al., 2011).","In the literature, most studies focus on English event extraction and have achieved certain success (GTREF)."
A,P05-1045,D12-1131,0,Finkel et al. (2005) also integrated non-local information into entity annotation algorithms using Gibbs sampling.,TREF also integrated non-local information into entity annotation algorithms using Gibbs sampling.
A,P05-1045,D13-1040,1,"After post-processing (tokeniza￾tion, sentence-splitting, and part-of-speech tagging), named entities were automatically recognized and labeled with PER, ORG, LOC, and MISC (Finkel et al., 2005).","After post-processing (tokeniza￾tion, sentence-splitting, and part-of-speech tagging), named entities were automatically recognized and labeled with PER, ORG, LOC, and MISC TREF."
A,P05-1045,D13-1042,1,"But human editorial judgment being the bottleneck, we sampled 50% or 50,000 snippets, whichever was smaller. Starting with about 752,450 pages, we ran the Stanford NER (Finkel et al., 2005) to mark person spans.","But human editorial judgment being the bottleneck, we sampled 50% or 50,000 snippets, whichever was smaller. Starting with about 752,450 pages, we ran the Stanford NER TREF to mark person spans."
A,P05-1045,D13-1043,1,"EXEMPLAR employs the Stanford NER (Finkel et al., 2005) to recognize named entities.",EXEMPLAR employs the Stanford NER TREF to recognize named entities.
A,P05-1045,D13-1103,1,"The QA-SYS performs Part of Speech tagging using Stanford POS tagger (Toutanova et al., 2003), and Named Entity Recognition using Stanford NER (Finkel et al., 2005), and then builds a Lucene index over the set of input documents.","The QA-SYS performs Part of Speech tagging using Stanford POS tagger REF, and Named Entity Recognition using Stanford NER TREF, and then builds a Lucene index over the set of input documents."
A,P05-1045,D13-1117,2,"For training the CRF model, we used a comprehensive set of features from Finkel et al. (2005) that gives state-of-the-art results on this task.","For training the CRF model, we used a comprehensive set of features from TREF that gives state-of-the-art results on this task."
A,P05-1045,D13-1136,1,"Entities were found using the Stanford named entity tagger (Finkel et al., 2005), and were matched to their name in Freebase.","Entities were found using the Stanford named entity tagger TREF, and were matched to their name in Freebase."
A,P05-1045,D13-1142,0,"NER is a fairly researched field (Finkel et al., 2005; Ratinov et al., 2011; Bunescu and Pasca, 2006; Kulkarni et al., 2009; Milne and Witten, 2008) and is also used in several commercial applications such as Zemanta, OpenCalais and AlchemyAPI4 , which are able to automatically insert links for a NE pointing to a knowledge base such as Wikipedia or IMDB.","NER is a fairly researched field (GTREF) and is also used in several commercial applications such as Zemanta, OpenCalais and AlchemyAPI4 , which are able to automatically insert links for a NE pointing to a knowledge base such as Wikipedia or IMDB."
A,P05-1045,D13-1159,0,"A common approach is to utilize a Named Entity Recognition (NER) system like Stanford NER (Finkel et al., 2005), which recognizes the names of things (e.g., person and product names) from texts.","A common approach is to utilize a Named Entity Recognition (NER) system like Stan_x0002_ford NER TREF, which recognizes the names of things (e.g., person and product names) from texts."
A,P05-1045,D13-1178,1,"To assign types to arguments, we apply Stanford Named Entity Recognizer (Finkel et al., 2005), and also look up the argument in WordNet 2","To assign types to arguments, we apply Stanford Named Entity Recognizer TREF, and also look up the argument in WordNet 2"
A,P05-1045,D13-1191,1,"We identified these mentions of persons using Stanford NER (Finkel et al., 2005) and treated each person mention as a single token.",We identified these mentions of persons using Stanford NER TREF and treated each person mention as a single token.
A,P05-1045,E09-1007,0,"Stanford NER (or in short Stanford) associated to the following model provided by the tool and which was trained on different news corpora (CoNLL, MUC6, MUC7 and ACE):
ner-eng-ie.crf-3-all2008-distsim.ser.gz (Finkel et al., 2005)","Stanford NER (or in short Stanford) associated to the following model provided by the tool and which was trained on different news corpora (CoNLL, MUC6, MUC7 and ACE):
ner-eng-ie.crf-3-all2008-distsim.ser.gz TREF"
A,P05-1045,E09-1011,1,"We parse the data using the Collins Parser (Collins, 1997), and then tag person, location and organization names using the Stanford Named Entity Recognizer (Finkel et al., 2005).","We parse the data using the Collins Parser REF, and then tag person, location and organization names using the Stanford Named Entity Recognizer TREF."
A,P05-1045,E09-1037,0,"Some stem from work on graphical models, including loopy belief propagation (Sutton andMcCallum, 2004; Smith and Eisner, 2008), Gibbs sampling (Finkel et al., 2005), sequential Monte Carlo methods such as particle filtering (Levy et al., 2008), and variational inference (Jordan et al., 1999; MacKay, 1997; Kurihara and Sato, 2006). Also relevant are stacked learning (Cohen and Carvalho, 2005), interpretable as approximation of non-local feature values (Martins et al., 2008), and M-estimation (Smith et al., 2007), which allows training without inference.","Some stem from work on graphical models, including loopy belief propagation REF, Gibbs sampling TREF, sequential Monte Carlo methods such as particle filtering REF, and variational inference TREF. Also relevant are stacked learning REF, interpretable as approximation of non-local feature values REF, and M-estimation REF, which allows training without inference."
A,P05-1045,E09-1091,1,"In all the experiments, our source side language is English, and the Stanford Named Entity Recognizer (Finkel et al, 2005) was used to extract NEs from the source side article.","In all the experiments, our source side language is English, and the Stanford Named Entity Recognizer TREF was used to extract NEs from the source side article."
A,P05-1045,E12-1029,1,"The features include the NP head noun and its premodifiers. We also use the Stanford NER tagger (Finkel et al., 2005) to identify Named Entities within the NP.",The features include the NP head noun and its premodifiers. We also use the Stanford NER tagger TREF to identify Named Entities within the NP.
A,P05-1045,E12-1033,1,"For semantic role labeling we use SWIRL9 , for chunk parsing CASS (Abney, 1991) and for constituency parsing Stanford Parser (Klein and Manning, 2003). Named-entity information is provided by Stanford Tagger (Finkel et al., 2005).","For semantic role labeling we use SWIRL9 , for chunk parsing CASS REF and for constituency parsing Stanford Parser REF. Named-entity information is provided by Stanford Tagger TREF."
A,P05-1045,E12-1054,1,"Named Entity The replaced token should not be part of a named entity. For this purpose, we applied the Stanford NER (Finkel et al., 2005).","Named Entity The replaced token should not be part of a named entity. For this purpose, we applied the Stanford NER TREF."
A,P05-1045,I08-4013,0,"In the first approach, heuristic rules are used to find the dependencies (Bunescu and Mooney, 2004) or penalties for label inconsistency are required to handset ad-hoc (Finkel et al., 2005).","In the first approach, heuristic rules are used to find the dependencies REF or penalties for label inconsistency are required to handset ad-hoc TREF."
